-2.000000000000000000e+00	0.000000000000000000e+00
-1.995995995995996086e+00	0.000000000000000000e+00
-1.991991991991991950e+00	0.000000000000000000e+00
-1.987987987987988037e+00	0.000000000000000000e+00
-1.983983983983983901e+00	0.000000000000000000e+00
-1.979979979979979987e+00	0.000000000000000000e+00
-1.975975975975976073e+00	0.000000000000000000e+00
-1.971971971971971938e+00	0.000000000000000000e+00
-1.967967967967968024e+00	0.000000000000000000e+00
-1.963963963963963888e+00	0.000000000000000000e+00
-1.959959959959959974e+00	0.000000000000000000e+00
-1.955955955955956060e+00	0.000000000000000000e+00
-1.951951951951951925e+00	0.000000000000000000e+00
-1.947947947947948011e+00	0.000000000000000000e+00
-1.943943943943943875e+00	0.000000000000000000e+00
-1.939939939939939961e+00	0.000000000000000000e+00
-1.935935935935936048e+00	0.000000000000000000e+00
-1.931931931931931912e+00	0.000000000000000000e+00
-1.927927927927927998e+00	4.940656458412465442e-324
-1.923923923923923862e+00	9.881312916824930884e-323
-1.919919919919919948e+00	2.173888841701484794e-321
-1.915915915915916035e+00	4.645205202199400008e-320
-1.911911911911911899e+00	9.863724179832982507e-319
-1.907907907907907985e+00	2.080630986655074462e-317
-1.903903903903903849e+00	4.360053979538009962e-316
-1.899899899899899935e+00	9.076758163411431177e-315
-1.895895895895895800e+00	1.877198397406757126e-313
-1.891891891891891886e+00	3.856812496611688244e-312
-1.887887887887887972e+00	7.871983689869577809e-311
-1.883883883883883836e+00	1.596156459371685806e-309
-1.879879879879879923e+00	3.215145168032807176e-308
-1.875875875875875787e+00	6.433654500498580405e-307
-1.871871871871871873e+00	1.278924769688493552e-305
-1.867867867867867959e+00	2.525575729907500661e-304
-1.863863863863863823e+00	4.954523128949879242e-303
-1.859859859859859910e+00	9.655332663217417382e-302
-1.855855855855855774e+00	1.869193650119868243e-300
-1.851851851851851860e+00	3.594683746078001570e-299
-1.847847847847847724e+00	6.867267641477102795e-298
-1.843843843843843811e+00	1.303231612088271688e-296
-1.839839839839839897e+00	2.456806329842805401e-295
-1.835835835835835761e+00	4.600755347954116109e-294
-1.831831831831831847e+00	8.558415088207435143e-293
-1.827827827827827711e+00	1.581468312402890535e-291
-1.823823823823823798e+00	2.902868696167340481e-290
-1.819819819819819884e+00	5.292863486980518857e-289
-1.815815815815815748e+00	9.586208855250804459e-288
-1.811811811811811834e+00	1.724615516386478954e-286
-1.807807807807807698e+00	3.081931835889677005e-285
-1.803803803803803785e+00	5.470600950617353778e-284
-1.799799799799799871e+00	9.645484093272529622e-283
-1.795795795795795735e+00	1.689217205689517570e-281
-1.791791791791791821e+00	2.938425496399629481e-280
-1.787787787787787686e+00	5.076993120161239692e-279
-1.783783783783783772e+00	8.712762428373622358e-278
-1.779779779779779858e+00	1.485104367607179975e-276
-1.775775775775775722e+00	2.514223941198827650e-275
-1.771771771771771808e+00	4.227567402697089647e-274
-1.767767767767767673e+00	7.060087210633032891e-273
-1.763763763763763759e+00	1.170996139528171177e-271
-1.759759759759759845e+00	1.928942213883875156e-270
-1.755755755755755709e+00	3.155682697365419772e-269
-1.751751751751751796e+00	5.127070278902934343e-268
-1.747747747747747660e+00	8.272522247905995823e-267
-1.743743743743743746e+00	1.325530188175748442e-265
-1.739739739739739832e+00	2.109181231204253611e-264
-1.735735735735735696e+00	3.332725993849039405e-263
-1.731731731731731783e+00	5.229194203447994690e-262
