-2.000000000000000000e+00	0.000000000000000000e+00
-1.995995995995996086e+00	0.000000000000000000e+00
-1.991991991991991950e+00	0.000000000000000000e+00
-1.987987987987988037e+00	0.000000000000000000e+00
-1.983983983983983901e+00	0.000000000000000000e+00
-1.979979979979979987e+00	0.000000000000000000e+00
-1.975975975975976073e+00	0.000000000000000000e+00
-1.971971971971971938e+00	0.000000000000000000e+00
-1.967967967967968024e+00	0.000000000000000000e+00
-1.963963963963963888e+00	0.000000000000000000e+00
-1.959959959959959974e+00	0.000000000000000000e+00
-1.955955955955956060e+00	0.000000000000000000e+00
-1.951951951951951925e+00	0.000000000000000000e+00
-1.947947947947948011e+00	0.000000000000000000e+00
-1.943943943943943875e+00	0.000000000000000000e+00
-1.939939939939939961e+00	0.000000000000000000e+00
-1.935935935935936048e+00	0.000000000000000000e+00
-1.931931931931931912e+00	0.000000000000000000e+00
-1.927927927927927998e+00	9.881312916824930884e-324
-1.923923923923923862e+00	2.025669147949110831e-322
-1.919919919919919948e+00	4.347777683402969589e-321
-1.915915915915916035e+00	9.290904470044641263e-320
-1.911911911911911899e+00	1.972744835966596501e-318
-1.907907907907907985e+00	4.161261479244503082e-317
-1.903903903903903849e+00	8.720107959076019925e-316
-1.899899899899899935e+00	1.815351632682286235e-314
-1.895895895895895800e+00	3.754396794764107687e-313
-1.891891891891891886e+00	7.713624993218435832e-312
-1.887887887887887972e+00	1.574396737973866155e-310
-1.883883883883883836e+00	3.192312918743371611e-309
-1.879879879879879923e+00	6.430290336065614352e-308
-1.875875875875875787e+00	1.286730900099716081e-306
-1.871871871871871873e+00	2.557849539376987103e-305
-1.867867867867867959e+00	5.051151459815001323e-304
-1.863863863863863823e+00	9.909046257899758484e-303
-1.859859859859859910e+00	1.931066532643483476e-301
-1.855855855855855774e+00	3.738387300239736486e-300
-1.851851851851851860e+00	7.189367492156003140e-299
-1.847847847847847724e+00	1.373453528295420559e-297
-1.843843843843843811e+00	2.606463224176543376e-296
-1.839839839839839897e+00	4.913612659685610803e-295
-1.835835835835835761e+00	9.201510695908232218e-294
-1.831831831831831847e+00	1.711683017641487029e-292
-1.827827827827827711e+00	3.162936624805781070e-291
-1.823823823823823798e+00	5.805737392334680961e-290
-1.819819819819819884e+00	1.058572697396103771e-288
-1.815815815815815748e+00	1.917241771050160892e-287
-1.811811811811811834e+00	3.449231032772957909e-286
-1.807807807807807698e+00	6.163863671779354011e-285
-1.803803803803803785e+00	1.094120190123470756e-283
-1.799799799799799871e+00	1.929096818654505924e-282
-1.795795795795795735e+00	3.378434411379035140e-281
-1.791791791791791821e+00	5.876850992799258962e-280
-1.787787787787787686e+00	1.015398624032247938e-278
-1.783783783783783772e+00	1.742552485674724472e-277
-1.779779779779779858e+00	2.970208735214359950e-276
-1.775775775775775722e+00	5.028447882397655300e-275
-1.771771771771771808e+00	8.455134805394179294e-274
-1.767767767767767673e+00	1.412017442126606578e-272
-1.763763763763763759e+00	2.341992279056342354e-271
-1.759759759759759845e+00	3.857884427767750313e-270
-1.755755755755755709e+00	6.311365394730839544e-269
-1.751751751751751796e+00	1.025414055780586869e-267
-1.747747747747747660e+00	1.654504449581199165e-266
-1.743743743743743746e+00	2.651060376351496884e-265
-1.739739739739739832e+00	4.218362462408507222e-264
-1.735735735735735696e+00	6.665451987698078809e-263
-1.731731731731731783e+00	1.045838840689598938e-261
